0.00175 0.303632	-0.0250993	0.642542	0.304264	-0.0250664	0.641724	0.303632	-0.0250993	0.642542	0.304262	-0.025066	0.641724	1.30173	-1.05746	-0.75109	-0.182103	-0.239143	0.0034714	-1.36798	1.00172	0.807596	-1.64023	1.02452	0.246073	
0.00145 0.303632	-0.0250993	0.642542	0.304279	-0.0250657	0.641702	0.303632	-0.0250993	0.642542	0.304277	-0.0250652	0.641701	1.24794	-1.00865	-0.797785	-0.178576	-0.236463	0.00323537	-1.31574	0.951369	0.855863	-1.64374	1.02187	0.246362	
0.00133 0.303632	-0.0250993	0.642542	0.304295	-0.0250625	0.641676	0.303632	-0.0250993	0.642542	0.304293	-0.025062	0.641675	1.14799	-0.917269	-0.837726	-0.170039	-0.228343	0.00304346	-1.21752	0.858042	0.897468	-1.65226	1.01377	0.246617	
0.00101 0.303632	-0.0250993	0.642542	0.30431	-0.0250618	0.641651	0.303632	-0.0250993	0.642542	0.304307	-0.0250612	0.64165	1.00211	-0.783821	-0.871424	-0.15653	-0.21484	0.00282274	-1.07314	0.722884	0.932925	-1.66575	1.0003	0.2469	
0.00104 0.303632	-0.0250993	0.642542	0.304324	-0.0250619	0.641626	0.303632	-0.0250993	0.642542	0.304322	-0.0250613	0.641625	0.817618	-0.61286	-0.899106	-0.13853	-0.196743	0.00250554	-0.890186	0.550286	0.962409	-1.68373	0.982222	0.247276	
0.001 0.303632	-0.0250993	0.642542	0.304339	-0.0250588	0.641602	0.303632	-0.0250993	0.642542	0.304337	-0.0250582	0.641601	0.601045	-0.4087	-0.921903	-0.116564	-0.174749	0.00212392	-0.67519	0.344334	0.986703	-1.70568	0.960252	0.247717	
0.00099 0.303632	-0.0250993	0.642542	0.304358	-0.0250584	0.641571	0.303632	-0.0250993	0.642542	0.304355	-0.0250578	0.64157	0.372524	-0.192	-0.938051	-0.0929128	-0.150954	0.0017491	-0.448667	0.125521	1.00511	-1.72931	0.936482	0.248171	
0.00207 0.303632	-0.0250993	0.642542	0.304376	-0.025054	0.641542	0.303632	-0.0250993	0.642542	0.304373	-0.0250534	0.641542	0.15851	0.00958123	-0.944941	-0.0705822	-0.128171	0.0013879	-0.236539	-0.0782441	1.01373	-1.75162	0.913728	0.248602	
0.00472 0.303632	-0.0250993	0.642542	0.304395	-0.0250509	0.641514	0.303632	-0.0250993	0.642542	0.304393	-0.0250503	0.641514	-0.0269407	0.179059	-0.942344	-0.0514558	-0.107964	0.0010759	-0.0531877	-0.249774	1.01293	-1.77072	0.893551	0.248981	
0.00535 0.303632	-0.0250993	0.642542	0.304415	-0.0250479	0.641484	0.303632	-0.0250993	0.642542	0.304413	-0.0250473	0.641483	-0.177922	0.310651	-0.932325	-0.0362572	-0.0910952	0.000811476	0.0957182	-0.383617	1.00493	-1.78589	0.876713	0.249323	
0.00427 0.303632	-0.0250993	0.642542	0.304435	-0.0250472	0.64145	0.303632	-0.0250993	0.642542	0.304432	-0.0250466	0.64145	-0.298095	0.412521	-0.917052	-0.0242059	-0.0772922	0.000567858	0.213807	-0.487745	0.992017	-1.79792	0.862938	0.249653	
